id,name,cuisine,price_range,avg_price_per_person,region,city,address,phone,rating,review_count,website,popular_hours
165,Duddell's,Chinese,$$,32.61,Europe,"Wrightville, FM",4037 Theresa Avenue Suite 478,001-435-905-4480x239,3.7,486,https://thomas.com/,14:00-21:00
166,Da Enzo al 29,Italian,$$,25.25,Europe,"Larsonport, TG",2444 Margaret Trafficway Apt. 419,(506)518-0023,4.0,542,http://mckay.org/,12:00-23:00
167,Evvai,Brazilian,$$,33.31,North America,"Jessicachester, NM",769 Karen Village Apt. 072,596.235.1448,4.1,531,http://gonzales-davis.com/,12:00-20:00
168,Narisawa,Japanese,$$$,51.69,Europe,"North Wesleyberg, GE",7909 Baker Route Suite 511,+1-711-487-8352x82426,4.5,377,http://www.davis-tran.com/,13:00-23:00
169,Contramar,Mexican,$$,18.38,Asia,"North Sarah, TN",06215 Franklin Junction Suite 773,549.611.9772x8934,4.3,556,https://www.smith.com/,15:00-23:00
170,Hakkasan,Chinese,$,3.95,Asia,"Hintonberg, GY",449 Nicole Summit,525-671-9027,4.3,234,https://www.perez.com/,14:00-21:00
171,Osteria Francescana,Italian,$$$,55.69,North America,"North William, TX",13427 Perez Locks Apt. 805,001-293-603-9658x129,4.3,323,http://www.butler.com/,15:00-20:00
172,Narisawa,Japanese,$$,12.11,Asia,"South Donald, EC",4210 Smith Street,+1-337-224-1976,4.0,494,http://mack.com/,12:00-20:00
173,L'Ambroisie,French,$$$$,154.06,Middle East,"Sonyahaven, VA",91115 Courtney Port Apt. 780,293-284-3786,4.5,196,https://owen.info/,16:00-22:00
174,Nopi,Mediterranean,$$,26.67,North America,"Nataliemouth, WA",5948 Rodriguez Mountain Suite 504,313.598.3948x8649,4.0,470,http://choi.com/,12:00-22:00
175,Le Bernardin,American,$$,16.54,Middle East,"Josephland, AE",065 Emily Burgs,641-766-0791x2718,4.1,527,https://www.myers-mitchell.biz/,13:00-20:00
176,Dum Pukht,Indian,$$,17.5,North America,"Brownport, LA",728 Christopher Spring,001-554-829-6849x06014,3.9,460,https://www.robertson.biz/,12:00-20:00
177,DiverXO,Spanish,$$$,58.85,North America,"East Thomastown, ND",15243 Frederick Brooks,375-294-5817,3.8,267,https://www.henderson.com/,11:00-20:00
178,Pujol,Mexican,$$,30.11,North America,"Robertland, UT",563 Cline Cliff,646-945-2223,3.5,464,http://haynes.com/,13:00-21:00
179,Duddell's,Chinese,$$,14.69,Asia,"West Elizabeth, IR",23936 Nicole Villages Apt. 649,839-306-8688x6653,3.9,492,https://www.stanton.com/,16:00-22:00
180,La Yeon,Korean,$$$,58.58,Europe,"West Sharonhaven, TO",679 Janet Plains Suite 767,+1-594-756-1391x494,4.6,402,http://www.mack-dunn.com/,15:00-21:00
181,Hakkasan,Chinese,$$,27.31,North America,"Snyderborough, FL",54952 Rodney Lakes,001-535-860-1464x511,4.1,499,https://www.fowler-larson.com/,14:00-22:00
182,Borgo San Jacopo,Italian,$$$,55.03,North America,"West Tiffanyport, MT",388 Johnson Parkways,758.888.4112x56819,4.1,349,http://www.frederick.org/,13:00-23:00
183,Il Pellicano,Italian,$$$,48.63,North America,"Lake Peter, NV",24584 Jacobson Dam Suite 839,3126342016,4.8,355,http://www.lopez.com/,16:00-23:00
184,Da Enzo al 29,Italian,$$$,70.99,North America,"Shawhaven, OH",96321 Jennifer Mission,(789)572-4467x0428,3.9,335,http://kent-smith.org/,13:00-22:00
185,Neolokal,Turkish,$$,23.72,Asia,"Bryantown, UG",88650 Jackson Haven Apt. 132,932.550.4064x049,4.5,545,http://dodson-chavez.com/,16:00-23:00
186,Osteria Francescana,Italian,$$,14.43,Middle East,"Davisfurt, NL",814 Huffman Glen,704.389.0981,4.0,465,http://smith-garcia.biz/,14:00-22:00
187,Duck & Waffle,Mediterranean,$$,17.33,South America,"Hutchinsonton, PK",443 Steven Radial Suite 854,529-322-7600x601,4.2,508,https://rios.com/,11:00-22:00
188,Claro,Mediterranean,$$,16.62,South America,"North Lauren, HT",45719 Priscilla Track Suite 687,001-259-437-1868x9709,4.0,537,https://nunez-swanson.biz/,13:00-21:00
189,Central,Peruvian,$$$$,156.63,North America,"East Brian, CT",412 Williams Freeway,570.244.9544,5.0,164,http://www.waters-herman.biz/,11:00-23:00
190,Il Pellicano,Italian,$$,33.95,North America,"Port Jacqueline, AL",788 Tracey Shores,(561)919-9536x803,3.8,510,https://dillon.com/,11:00-21:00
191,The Eight,Chinese,$,4.91,Asia,"Robinsonport, DK",35800 Alexis Estate,+1-807-634-4733x58683,3.3,211,http://www.walsh-costa.biz/,13:00-23:00
192,Vendôme,German,$,13.46,North America,"New Gregory, GA",4997 Rodriguez Harbors Suite 446,463-696-3562x335,4.2,223,http://williams-sanchez.com/,12:00-21:00
193,Maximo Bistrot,Mexican,$$$,61.92,North America,"Port Andrewville, MD",4114 Michelle Highway Suite 187,835-928-9140,4.2,376,https://perry.com/,14:00-22:00
194,Hünkar,Turkish,$$$,41.25,North America,"West Julie, VT",349 Rodriguez Tunnel,5628227731,4.4,396,http://www.gonzalez.info/,11:00-21:00
195,Le Palais Gharnata,Moroccan,$$$,43.19,North America,"New Danielmouth, VT",422 Barry Loop Suite 101,001-836-229-8944,4.0,343,https://www.odom.com/,15:00-20:00
196,Osteria Francescana,Italian,$$$$,219.91,Middle East,"South Jessicastad, ZW",0830 Ashley Ridge,(765)400-2448,4.4,200,https://www.peters-bell.com/,16:00-23:00
197,Pujol,Mexican,$,9.95,Asia,"Richardton, CI",9640 Joseph Views,474-281-2236x83010,3.9,257,http://howard-green.com/,11:00-21:00
198,Rafael,Peruvian,$$,20.75,North America,"East Nicholas, IA",7817 Rachael Junction Suite 921,304-510-7841x84999,4.3,572,https://www.meza.com/,16:00-23:00
199,Borgo San Jacopo,Italian,$$$$,244.02,North America,"Jasminefort, IN",037 Allison Pines Suite 788,001-277-256-4477x55027,4.4,178,https://www.myers.com/,16:00-20:00
200,Ultraviolet by Paul Pairet,Chinese,$$$,48.56,Asia,"East Andrewside, KP",44924 Holmes Alley,569.557.6736,4.3,370,http://roman.com/,14:00-21:00
201,Fasano,Brazilian,$$$,28.04,Asia,"North Brad, RS",5560 Troy Crescent,(939)556-0427x5890,4.0,331,http://www.le-rush.com/,14:00-23:00
202,La Maison Arabe,Moroccan,$$,32.13,Europe,"Campbellfurt, BY",92392 Ana Pines Apt. 794,001-438-398-1615,3.7,428,https://www.powell.com/,13:00-22:00
203,Issaya Siamese Club,Thai,$$$$,64.13,Middle East,"Lake Monica, UG",13477 Flores Lake Suite 296,9102006814,4.8,188,http://williams-tyler.com/,14:00-21:00
204,Antica Pesa,Italian,$$$,56.09,North America,"Adammouth, RI",015 Tracy Stravenue Suite 185,639.834.1962x947,4.0,314,http://www.jones.com/,14:00-23:00
205,Maximo Bistrot,Mexican,$,9.2,Asia,"Warrenville, AT",04595 Wallace Inlet Apt. 033,775.811.6378x080,3.7,255,https://anderson-turner.com/,12:00-22:00
206,Pizzeria Brandi,Italian,$,9.88,Asia,"Antonioburgh, CA",527 Steven Canyon,978.786.1167x19044,4.0,282,http://collins.com/,12:00-23:00
207,El Cardenal,Mexican,$$,30.61,North America,"North Raven, RI",41858 Robert Road,731-519-2753x537,3.9,509,https://bennett.com/,15:00-20:00
208,Kikunoi,Japanese,$$,27.68,North America,"Camacholand, DE",86658 Carrie Passage,372.649.4228,4.1,503,https://cox.com/,14:00-21:00
209,El Cardenal,Mexican,$$,14.52,Asia,"Port Christopherfort, GE",735 Jennifer Station,(901)926-6239,3.9,495,https://www.knight.info/,13:00-23:00
210,Borgo San Jacopo,Italian,$$$$,100.0,North America,"Lake Denise, AK",094 Leach Loaf,(661)523-3469x29812,4.6,156,https://williams.net/,14:00-20:00
211,Schote,German,$$$,36.47,North America,"East Marissafort, CA",44351 Thomas Forges Suite 571,280-960-2143,4.4,387,http://www.white.biz/,12:00-20:00
212,Hakkasan,Chinese,$,8.48,Europe,"Maryside, US",9752 Alvarado Green Apt. 437,431-532-1115x86231,4.2,276,https://keller.net/,12:00-21:00
213,Kojima,Korean,$$$$,84.97,Asia,"North Pamelastad, TM",32841 Pace Unions,(209)724-3284,4.5,181,http://jones-powell.com/,12:00-20:00
214,Antica Pesa,Italian,$$$,51.43,Asia,"West Lindastad, ME",4469 Daniel Plain Apt. 351,678-962-1052,4.1,347,http://www.baker-parks.com/,15:00-23:00
215,Saison,American,$$$,69.29,Europe,"Paynehaven, GW",6564 Sullivan Mountains Apt. 024,8346513810,4.1,318,https://richmond-turner.com/,12:00-22:00
216,Sud 777,Mexican,$$$,57.88,North America,"Kellystad, NJ",76132 Green Vista Apt. 534,960.271.8214x7376,4.4,349,https://cannon-martinez.com/,16:00-22:00
217,Gymkhana,Indian,$,8.88,North America,"Kathrynport, MS",1073 Kristin Lights,483.792.9898x9708,3.9,252,https://www.nixon.com/,11:00-22:00
218,Isolina,Peruvian,$$,30.45,Europe,"Hernandezhaven, GE",0641 Huang Drives,001-955-804-1362x577,3.5,461,http://www.murillo-richard.com/,15:00-21:00
219,Contramar,Mexican,$$,27.49,Europe,"East Jeffrey, SB",87917 Marshall Shores,001-627-508-8924x428,3.7,503,https://www.torres.biz/,11:00-20:00
220,Le Tobsil,Moroccan,$$$,32.27,Middle East,"Michaelbury, CD",987 Potts Parkway Suite 565,001-844-538-0854,4.4,333,http://www.lowery-garrett.info/,13:00-23:00
221,Pujol,Mexican,$$$,38.66,Asia,"South Carolynville, RO",28610 Gabriella Pass Apt. 103,+1-225-582-5230,4.0,311,https://perez-casey.com/,13:00-22:00
222,Isolina,Peruvian,$$$,36.09,Europe,"Espinozaton, TM",0790 Jonathan Dale,660-781-2138x0250,4.8,384,https://www.harris-ruiz.com/,13:00-23:00
223,Madam Khanh - The Banh Mi Queen,Vietnamese,$$,27.96,North America,"Pattersonside, IN",83744 Wyatt Summit Suite 113,703-967-6958x605,4.1,480,https://pratt.com/,14:00-21:00
224,Kyubey,Japanese,$$,27.34,North America,"West Jeffrey, CT",7498 Alexander Stream Suite 083,755-966-6392x0294,4.0,528,http://www.mcdonald.info/,16:00-21:00
225,Nopi,Mediterranean,$,7.89,South America,"Lake Diana, CO",517 Matthew Freeway,+1-361-743-1001x4854,3.9,238,http://mccullough.com/,12:00-23:00
226,Mikla,Turkish,$$,32.87,Europe,"Brandistad, RU",93195 Walls Court,001-653-555-5448x59297,3.6,368,http://www.jarvis-rodriguez.com/,13:00-21:00
227,Tickets,Spanish,$,8.64,North America,"Leeville, AS",2416 Marvin Burgs,3573302512,3.4,224,https://www.campbell-green.org/,11:00-21:00
228,Yan Toh Heen,Chinese,$$,17.94,North America,"Clinefurt, MS",8129 Briggs Tunnel Suite 141,001-262-760-1679x491,4.4,511,https://boyle.com/,12:00-21:00
229,Vendôme,German,$$,20.48,North America,"Patrickmouth, AR",2239 Monica Keys,(235)487-2480x525,4.4,564,http://www.perkins.com/,13:00-23:00
230,Din Tai Fung,Chinese,$$$,67.2,Europe,"North Kellyshire, EC",53093 Campbell Spurs,(753)757-9496x9207,3.9,400,https://www.sanders.com/,16:00-22:00
231,Paste,Thai,$$,24.75,North America,"Lake Andrewtown, ID",93192 Anna Burgs Apt. 729,360-749-7460x88463,4.0,540,https://williams.info/,14:00-20:00
232,Asador Etxebarri,Spanish,$$$,38.14,North America,"Sandersborough, CO",0537 Katherine Mission Apt. 151,636.915.2549,5.0,418,https://www.smith.com/,11:00-22:00
233,Ryugin,Japanese,$$$,25.21,Asia,"Monicaberg, CI",84719 Powers Keys,001-314-369-5842x96817,3.8,314,https://owens-wood.com/,12:00-23:00
234,La Yeon,Korean,$$$,48.83,Middle East,"Destinyside, GE",78954 Mendoza Glen,001-619-957-5641x586,3.8,313,https://www.bowen-wilson.org/,12:00-22:00
235,Din Tai Fung,Chinese,$,9.23,North America,"North Jeffrey, SC",397 Nash Spur,001-915-299-4694x820,4.3,254,http://lucas-pearson.info/,15:00-22:00
236,Narisawa,Japanese,$$$,46.85,Europe,"Powellside, SE",0244 Michael Land,001-711-957-1179,4.7,387,http://www.holt-velasquez.org/,11:00-22:00
237,Hakkasan,Chinese,$$,33.34,North America,"West Sandrachester, WI",3991 Tyrone Fords,(400)778-1247x73927,4.4,522,https://www.elliott.com/,11:00-23:00
238,Borgo San Jacopo,Italian,$$$,44.88,North America,"Lake Robertaton, MN",137 Alejandra Avenue Apt. 976,+1-325-672-5673,4.1,354,https://www.salazar.com/,14:00-20:00
239,Cosme,Mexican,$$,31.22,Europe,"Ralphmouth, NR",545 Smith Mountains,842.727.7829x9123,4.0,515,http://may.com/,13:00-23:00
240,Fasano,Brazilian,$$$,55.88,North America,"New Annettefurt, RI",6355 Max River Suite 596,784.616.9930x080,4.4,369,http://ritter.com/,13:00-22:00
241,Antica Pesa,Italian,$$$,41.96,Europe,"South Daniel, PS",467 Washington Inlet,5518928902,4.8,388,http://brown.info/,14:00-21:00
242,Xu,Vietnamese,$,5.97,Middle East,"Brittanystad, TR",06078 Robles Lock,001-629-516-5206x82870,3.4,231,https://www.blankenship.com/,11:00-20:00
243,Tawlet,Lebanese,$$,33.39,North America,"Kellyton, MH",354 Veronica Junction Suite 162,3214986760,4.0,511,https://www.johnson-johnson.com/,13:00-23:00
244,Il Pellicano,Italian,$$$,51.86,Middle East,"Masonhaven, CF",00320 Acosta Groves,001-467-471-9629,4.0,324,http://www.rivera.com/,11:00-22:00
245,Sud 777,Mexican,$$$,60.05,Europe,"New Heatherfurt, MD",26201 Sara Hill Suite 194,560.966.5896x0171,4.4,367,http://rice.com/,15:00-21:00
246,Borgo San Jacopo,Italian,$$,32.31,North America,"Johnstonchester, DC",372 Kirk Drive Apt. 298,001-577-775-0780,4.5,617,http://brown-peck.info/,15:00-22:00
247,Rafael,Peruvian,$$,15.54,Asia,"East Josephfurt, DO",564 Chad Junctions Suite 431,386-202-4993,3.4,434,http://www.allen-harrison.com/,16:00-21:00
248,Astrid y Gastón,Peruvian,$$$,62.45,North America,"East Robertbury, MS",678 Marc Wells Apt. 268,3806788255,4.0,350,http://www.sanders-figueroa.com/,12:00-23:00
249,Trattoria Zà Zà,Italian,$$$$,204.93,Asia,"East Amychester, FI",445 Fitzgerald Ridges,726.923.0603,5.0,218,http://dickerson.com/,15:00-21:00
250,Zahav,Mediterranean,$$,24.85,North America,"Jacquelineville, VI",438 Richard Causeway,001-624-599-4900x2320,3.6,491,https://carney.net/,14:00-21:00
251,Yan Toh Heen,Chinese,$$,14.4,Middle East,"Kristinchester, MD",235 Jones Drive Suite 422,469.315.9317x353,4.1,577,https://www.arnold-hansen.com/,15:00-20:00
252,Hamdi,Turkish,$,8.2,North America,"Port Tylermouth, IL",229 Espinoza Prairie Suite 808,+1-427-361-5587,3.3,192,https://walker.com/,14:00-23:00
253,Pujol,Mexican,$$$,27.94,Asia,"Port Dylan, AE",755 White Lodge,710-705-8082,4.4,376,https://www.mcfarland.com/,11:00-21:00
254,Duddell's,Chinese,$,10.49,Middle East,"Williamsfurt, SI",521 Jennings Manors Suite 650,+1-589-324-1152,3.8,254,http://www.gardner.org/,14:00-21:00
255,Tickets,Spanish,$$,31.99,North America,"Theodoreton, NM",335 Lopez Hill,872-351-1450x4380,3.8,441,https://goodman.com/,11:00-22:00
256,Ultraviolet by Paul Pairet,Chinese,$,7.61,South America,"East Shannonborough, AG",0472 Scott Pike,944-577-3338x4428,4.0,232,http://www.smith.com/,14:00-20:00
257,Contramar,Mexican,$,10.48,Europe,"Timothystad, PE",617 May Haven,265.304.4632,3.1,223,http://sanchez-patel.com/,14:00-22:00
258,Bun Cha Huong Lien,Vietnamese,$$,24.21,North America,"Spencerstad, NC",30397 Allen Path,634.387.6566x0977,3.7,516,https://jimenez.biz/,13:00-23:00
259,Mani,Brazilian,$$,32.3,Europe,"Josephborough, MM",601 Contreras Divide Suite 431,842.544.3018x9530,4.5,560,https://www.sosa.biz/,14:00-22:00
260,Sukiyabashi Jiro,Japanese,$$$,63.03,North America,"Danielmouth, SD",5179 Mitchell Unions,3006134899,4.1,359,http://www.christensen-horne.com/,11:00-21:00
261,The Eight,Chinese,$$$$,85.74,North America,"West Erica, NM",566 Whitney Way,001-957-506-9100x180,4.9,179,https://hayes-maddox.org/,13:00-20:00
262,Da Enzo al 29,Italian,$,6.49,North America,"Gonzalezhaven, WI",535 Angela Valleys,+1-800-335-6027x9927,3.6,200,http://www.mueller-henderson.biz/,11:00-22:00
263,Pizzeria Brandi,Italian,$$$,42.73,Asia,"South Jessica, ME",649 Becky Fort Suite 079,296.582.4095,4.5,368,http://www.harrington.com/,13:00-21:00
264,Tawlet,Lebanese,$$$,68.69,Europe,"Williamsberg, SL",985 Jonathan Port Suite 507,(456)474-4265x5748,4.5,345,http://thomas.org/,16:00-21:00
265,Bun Cha Huong Lien,Vietnamese,$$,12.56,Asia,"New Kimberly, SC",83511 Fitzpatrick Forest Apt. 076,369-621-0949,4.0,499,http://www.anderson-higgins.org/,16:00-20:00
266,Blue by Eric Ripert,Caribbean,$$,21.75,North America,"Jordanhaven, NC",288 Jessica Row Suite 022,860-633-0409x508,4.6,526,http://www.sanders.com/,14:00-23:00
267,Mirazur,French,$$$$,90.68,Asia,"East Anthony, GY",808 Brown Springs Suite 671,001-249-804-4742x164,4.7,185,https://www.solomon-peterson.biz/,11:00-21:00
268,Xu,Vietnamese,$$,21.47,Asia,"South Sabrinaside, DM",70753 Timothy Gardens,(592)919-3382,4.2,531,http://www.nichols.com/,15:00-23:00
269,Kojima,Korean,$$$,43.85,Europe,"South Matthewchester, MC",78936 Yates Road Suite 649,(754)773-2850x951,4.6,345,https://smith.com/,16:00-22:00
270,Jing Yaa Tang,Chinese,$$,25.15,North America,"West Dennis, LA",33549 Heidi Meadows Apt. 381,6154063509,4.4,544,https://anderson.com/,15:00-23:00
271,Maximo Bistrot,Mexican,$,8.95,Asia,"Cruzland, AZ",4755 Randall Spur,907-746-9459x124,3.8,252,http://rodriguez.com/,14:00-23:00
272,Il Pellicano,Italian,$$,31.42,North America,"New Beth, NY",69296 Angela Extension Suite 448,001-954-863-7720,4.3,481,https://www.adams-beck.com/,14:00-21:00
273,Em Sherif,Lebanese,$,13.92,North America,"Port Elizabethside, NY",807 John Grove,(711)364-2418x227,3.9,250,https://www.stevenson.com/,16:00-20:00
274,Sukiyabashi Jiro,Japanese,$$$,68.01,North America,"Randolphfort, PA",094 Castro Keys Suite 967,4082801724,4.5,333,https://anderson.com/,15:00-20:00
275,Jing Yaa Tang,Chinese,$,8.76,North America,"Walkerchester, PR",940 Todd Junctions Apt. 320,524-633-8306,3.2,197,https://www.jackson.net/,12:00-23:00
276,Kikunoi,Japanese,$$$,57.86,North America,"Morenoborough, MT",495 Griffin Unions Apt. 011,6463821886,4.5,382,http://www.gay.com/,16:00-21:00
277,Baron,Lebanese,$$,20.39,North America,"East Shaneborough, MH",4675 Edwards Springs Apt. 058,8635825250,4.0,469,http://brown.net/,13:00-22:00
278,Asador Etxebarri,Spanish,$$,26.18,North America,"Jasonshire, PW",7654 Michael Station,469-728-3579,4.1,553,https://smith.com/,14:00-23:00
279,Pizzeria Brandi,Italian,$,6.62,Asia,"North Jillian, FR",736 Ann Point,312.483.4830,4.3,252,https://www.smith.net/,12:00-23:00
280,Dar Moha,Moroccan,$$,24.23,Europe,"Port Douglas, LT",4082 Norris Isle,+1-643-474-1484x513,3.5,477,http://www.woodard.com/,15:00-23:00
281,Eleven Madison Park,American,$,8.44,Europe,"Smallberg, PE",7412 Lopez Cove Apt. 328,376.973.0890x00469,3.5,240,http://www.barnes-taylor.biz/,11:00-23:00
282,Sud 777,Mexican,$$$,71.34,North America,"Davisville, NE",94633 Stanley Burgs Suite 252,6536452091,4.0,348,http://www.petersen.info/,13:00-20:00
283,Ultraviolet by Paul Pairet,Chinese,$$,16.7,North America,"North Melissamouth, OK",069 Mcbride Shoal,397.762.1468x547,4.2,515,https://bennett.org/,16:00-22:00
284,Tempura Kondo,Japanese,$$,13.66,Middle East,"East Kristen, ID",3963 Rodriguez Ramp Apt. 213,001-483-614-9015x49780,3.8,478,http://www.white-lewis.com/,14:00-22:00
285,Tawlet,Lebanese,$$,28.53,North America,"East Jose, ME",7754 James Village Apt. 722,666.591.3433x94362,3.9,475,https://bond-davis.com/,15:00-22:00
286,Cosme,Mexican,$$$,56.05,North America,"Ellenmouth, KS",85959 Brooks Isle,+1-965-675-5836x52139,4.1,354,https://clarke.com/,14:00-23:00
287,Ristorante Grotta Palazzese,Italian,$$$$,86.16,North America,"North Susan, PW",3921 Gray Track,390.859.3846,5.0,224,https://www.moore-adams.com/,11:00-23:00
288,The Cliff,Caribbean,$$,29.2,North America,"Laurahaven, AS",63092 Crystal Junctions Apt. 001,(649)878-6584,3.7,492,http://www.wheeler.org/,14:00-20:00
289,Ristorante Grotta Palazzese,Italian,$$$$,266.09,North America,"North Christopherland, MP",2605 Vanessa Plaza,+1-374-773-4479x8463,4.2,212,https://hess.com/,16:00-21:00
290,Ryugin,Japanese,$$,19.11,North America,"West Charles, SC",89972 Cook Point Suite 687,399.930.5767,3.8,490,https://lowe.com/,15:00-21:00
291,Em Sherif,Lebanese,$,9.6,Middle East,"Stuartfurt, SV",86861 Mayo Bridge,(249)966-3067,3.8,262,https://dunlap-jackson.biz/,15:00-23:00
292,Mingles,Korean,$$,29.56,North America,"North Jeffreyport, TX",04427 Travis Neck,+1-846-397-5579,3.6,477,https://www.mccann.net/,12:00-23:00
293,Le Jardin,Moroccan,$$,24.24,North America,"Hallmouth, VI",11158 Gay Underpass,628-211-4615x8249,4.0,477,http://www.atkins-graham.com/,13:00-22:00
294,El Celler de Can Roca,Spanish,$$,12.44,Asia,"West Annette, SC",955 Lisa Freeway,459.290.8777x92881,4.1,506,http://scott.com/,12:00-21:00
295,Dum Pukht,Indian,$$,27.59,North America,"Calderonport, PW",553 Anderson Flats Suite 268,229.303.6687x75996,3.8,501,https://henry.biz/,16:00-20:00
296,Osso,Peruvian,$$$$,87.95,Asia,"South Jeffreyberg, IQ",90289 Walker Divide,961-275-9815x9317,5.0,194,https://johnson.com/,11:00-21:00
297,Jinjuu,Korean,$,5.07,North America,"Copelandview, MN",1530 Angel Way,334-685-3087x714,4.0,204,http://www.lamb.com/,14:00-21:00
298,Trishna,Indian,$,5.4,Middle East,"West Bethanyport, RS",170 Walton Mountain Apt. 080,6193862597,3.9,232,https://www.perry.com/,14:00-21:00
299,Liza,Lebanese,$$,15.58,Europe,"Courtneychester, CA",813 Sierra Tunnel Apt. 240,381.874.3057x84890,3.2,419,https://poole-andrews.com/,13:00-20:00
300,Narisawa,Japanese,$$,20.7,North America,"East Monicastad, AR",34052 Natalie Road Suite 668,6799230387,3.5,444,http://anderson.com/,14:00-20:00
301,Pizzeria Brandi,Italian,$$$$,61.9,Asia,"Harrisview, AE",7048 Sarah Isle,+1-689-687-8452,4.9,206,http://watson.info/,12:00-20:00
302,Tempura Kondo,Japanese,$$$,34.02,Asia,"East Valerie, RO",504 May Extension Apt. 245,(300)268-8876x9303,4.5,395,http://www.haney.com/,13:00-20:00
303,Mikla,Turkish,$$,23.53,North America,"Nathanfort, WV",143 Patel River Suite 189,(341)855-9596x7551,4.1,541,https://www.fletcher-austin.biz/,14:00-22:00
304,SingleThread,American,$,8.9,North America,"Port Amber, AZ",4545 Patricia Harbor Suite 203,931-917-2002,4.1,231,http://harper.org/,11:00-21:00
